BasinID HFR_mean HFR_median HFR_stddev HFR_stderr HFR_Nvalues HFR_range HFR_min HFR_max SA_binned_LH SA_Spline_LH LH_Density Area Basin_Slope_mean Basin_Slope_median Basin_Slope_stddev Basin_Slope_stderr Basin_Slope_Nvalues Basin_Slope_range Basin_Slope_min Basin_Slope_max Basin_elev_mean Basin_elev_median Basin_elev_stddev Basin_elev_stderr Basin_elev_Nvalues Basin_elev_Range Basin_elev_min Basin_elev_max Aspect_mean CHT_mean CHT_median CHT_stddev CHT_stderr CHT_Nvalues CHT_range CHT_min CHT_max EStar RStar HT_Slope_mean HT_Slope_median HT_Slope_stddev HT_Slope_stderr HT_Slope_Nvalues HT_Slope_range HT_Slope_min HT_Slope_max HT_relief_mean HT_relief_median HT_relief_stddev HT_relief_stderr HT_relief_Nvalues HT_relief_range HT_relief_min HT_relief_max
73 98.8444 96.1028 48.4847 4.3366 125 193.565 15.9829 209.548 28.506 26.1937 60.2409 21947.7 0.265707 0.235707 0.12905 0.00435275 879 0.526808 0.0140682 0.540876 738.854 737.325 12.8721 0.434164 879 69.5009 712.215 781.715 38.4172 -0.0254341 -0.0226742 0.0175314 0.00164196 114 0.0773173 -0.0799426 -0.0026253 4.19003 0.196042 0.238463 0.207686 0.108728 0.00972489 125 0.664771 0.0715523 0.736323 23.2532 24.4642 13.0046 1.16317 125 53.1285 1.21283 54.3414
74 110.592 122.807 62.5441 5.83227 115 205.732 3.94488 209.677 28.1588 25.6121 172.614 13208.6 0.273928 0.255456 0.153391 0.00666916 529 0.565382 0.0220216 0.587404 673.474 672.529 7.15809 0.311221 529 34.9763 661.165 696.141 131.751 -0.0298592 -0.0304822 0.0129581 0.00121899 113 0.0625652 -0.0646165 -0.00205132 5.50366 0.115953 0.161701 0.13031 0.0936271 0.00873077 115 0.427475 0.0726233 0.500098 15.3881 16.1334 8.0628 0.75186 115 32.9983 0.401794 33.4001
75 85.1051 91.7085 36.668 3.37557 118 142.727 23.867 166.594 4.99694 4.99694 48.8758 49513.4 1.08372 0.497596 3.36317 0.0755244 1983 29.8478 0.00953211 29.8574 710.332 708.461 21.439 0.481441 1983 106.915 662.968 769.883 287.854 -0.184397 -0.0392585 0.741517 0.0626696 140 4.34948 -4.36413 -0.0146539 26.1552 0.315443 0.420107 0.370888 0.134646 0.0123951 118 0.502189 0.21343 0.715619 32.215 29.2513 11.4548 1.0545 118 49.5374 14.895 64.4324
76 113.865 97.6875 72.0756 4.99755 208 308.786 7.55246 316.338 4.99697 4.99697 44.5347 82996.7 0.714705 0.488375 2.20631 0.0382681 3324 41.7061 0.00792396 41.714 834.395 815.873 78.0446 1.35367 3324 287.133 730.406 1017.54 114.56 -0.097288 -0.0381301 0.486549 0.0353912 189 5.78381 -5.78479 -0.000979063 18.4628 0.435352 0.518436 0.480106 0.146106 0.0101306 208 0.780233 0.244735 1.02497 59.4856 42.6294 44.5336 3.08785 208 178.439 7.74103 186.18
83 78.6598 76.261 34.2749 3.3772 103 145.927 12.6239 158.551 44.4848 45.7583 50.2505 19226.1 0.463601 0.473734 0.170432 0.00614194 770 0.8165 0.0279014 0.844402 691.577 690.632 18.5505 0.668512 770 72.5619 659.171 731.732 288.856 -0.0352731 -0.0343987 0.0165256 0.00165256 100 0.0869684 -0.087661 -0.000692593 4.62429 0.385236 0.457095 0.471792 0.0611972 0.00602994 103 0.352385 0.269994 0.622379 36.3631 37.5163 16.4134 1.61726 103 56.2376 5.36243 61.6
84 107.767 102.245 73.105 7.00218 109 237.995 3.71077 241.706 22.2019 22.7958 93.3515 14606.8 0.196927 0.177497 0.0819861 0.00338971 585 0.363885 0.0588682 0.422753 711.344 711.351 11.2631 0.465672 585 57.1634 687.248 744.411 115.726 -0.0211587 -0.017431 0.0140995 0.00140995 100 0.0630556 -0.065474 -0.00241836 3.80034 0.164595 0.242808 0.207146 0.131172 0.012564 109 0.84303 -0.0977676 0.745262 21.2854 18.9635 13.4988 1.29295 109 52.9285 -0.362793 52.5657
86 104.193 105.124 38.9813 3.76847 107 209.955 13.5968 223.551 110.64 117.114 122.1 18477 0.34446 0.360722 0.139868 0.00514164 740 0.624237 0.0155515 0.639789 680.742 681.281 13.8175 0.507942 740 58.5197 658.547 717.067 308.695 -0.0226921 -0.0212797 0.0109016 0.00107417 103 0.0531443 -0.053438 -0.00029363 3.94062 0.268986 0.321074 0.32577 0.0314759 0.00304289 107 0.214406 0.252278 0.466684 33.6319 31.3359 13.3808 1.29357 107 53.0718 4.8255 57.8973
87 97.2853 110.597 64.5606 5.66234 130 211.45 3.68106 215.131 58.4903 308.436 89.6164 14457 0.397188 0.413413 0.140675 0.00584626 579 0.631096 0.0581729 0.689269 715.512 713.118 15.3562 0.638181 579 64.2132 687.094 751.307 95.5892 -0.0316736 -0.0280617 0.0165165 0.00147728 125 0.0836417 -0.0841881 -0.000546403 5.13562 0.246051 0.363373 0.293779 0.18301 0.0160511 130 1.14181 0.0411923 1.183 28.7246 29.4697 17.3786 1.5242 130 59.1553 0.306091 59.4614
88 83.874 56.9697 82.8968 10.1275 67 248.43 6.00104 254.431 4.99689 4.99689 72.6919 15131.2 1.77462 0.757342 5.24363 0.213008 606 44.0424 0.244273 44.2867 909.011 906.975 53.2179 2.16183 606 223.085 793.55 1016.63 99.2629 -0.378535 -0.0303895 1.30644 0.227423 33 5.52648 -5.52703 -0.000551039 52.9154 0.553007 0.572819 0.644551 0.151574 0.0185177 67 0.632829 0.20571 0.83854 55.6595 39.4312 56.9639 6.95925 67 176.44 1.58087 178.021
90 135.288 136.825 37.3189 4.19871 79 135.035 52.9769 188.012 22.7546 20.7179 60.3043 28789.2 0.201957 0.125379 0.163292 0.00480896 1153 0.554478 0.00227805 0.556756 674.056 668.074 13.0056 0.383014 1153 46.7661 656.309 703.075 91.4562 -0.0151951 -0.0150247 0.00806887 0.000985769 67 0.0358274 -0.0362936 -0.000466164 3.42619 0.133222 0.151448 0.184057 0.0809055 0.00910257 79 0.309617 0.0506023 0.36022 21.628 21.5392 13.8425 1.5574 79 36.714 3.60114 40.3151
