BasinID HFR_mean HFR_median HFR_stddev HFR_stderr HFR_Nvalues HFR_range HFR_min HFR_max SA_binned_LH SA_Spline_LH LH_Density Area Basin_Slope_mean Basin_Slope_median Basin_Slope_stddev Basin_Slope_stderr Basin_Slope_Nvalues Basin_Slope_range Basin_Slope_min Basin_Slope_max Basin_elev_mean Basin_elev_median Basin_elev_stddev Basin_elev_stderr Basin_elev_Nvalues Basin_elev_Range Basin_elev_min Basin_elev_max Aspect_mean CHT_mean CHT_median CHT_stddev CHT_stderr CHT_Nvalues CHT_range CHT_min CHT_max EStar RStar HT_Slope_mean HT_Slope_median HT_Slope_stddev HT_Slope_stderr HT_Slope_Nvalues HT_Slope_range HT_Slope_min HT_Slope_max HT_relief_mean HT_relief_median HT_relief_stddev HT_relief_stderr HT_relief_Nvalues HT_relief_range HT_relief_min HT_relief_max
59 40.5517 44.1471 29.0794 5.59633 27 83.3722 3.66599 87.0382 4.99706 4.99706 320.816 15480.7 1.47771 0.565929 4.08951 0.164239 620 26.2457 0.0225259 26.2682 677.232 677.694 13.335 0.535547 620 50.6868 652.062 702.749 169.151 -0.318101 -0.0363219 0.936529 0.127446 54 4.12695 -4.13522 -0.00826167 21.4992 0.414961 0.477699 0.485655 0.232581 0.0447603 27 1.10783 -0.0353207 1.07251 20.1928 20.9663 14.6473 2.81888 27 45.4092 -0.267639 45.1415
62 72.9016 69.384 53.5317 5.05827 112 166.632 3.94293 170.575 4.99689 4.99689 69.6973 14606.8 1.78435 0.723084 5.42204 0.224174 585 36.8332 0.206794 37.0399 841.144 847.487 34.6911 1.4343 585 136.421 760.466 896.887 274.574 -0.240176 -0.0214578 1.06365 0.15515 47 6.93338 -6.9337 -0.000322031 29.182 0.537766 0.567642 0.605784 0.146583 0.0138508 112 0.637995 0.180053 0.818048 47.0448 41.7186 38.3477 3.62351 112 114.12 1.15308 115.273
68 51.4413 57.0981 33.9379 5.36605 40 101.04 3.62353 104.664 4.9969 4.9969 162.487 14057.5 2.01491 0.589569 5.06979 0.213666 563 31.5994 0.0419467 31.6414 681.02 680.006 15.6491 0.65953 563 58.0995 651.988 710.088 92.4776 -0.257066 -0.0453095 0.761983 0.125269 37 3.95784 -3.98063 -0.0227929 22.0397 0.401551 0.534274 0.576471 0.19088 0.0301807 40 0.988233 -0.0202466 0.967986 24.7875 30.5451 13.6169 2.15302 40 47.105 -0.0733643 47.0317
69 134.924 130.96 75.0489 8.6087 76 239.053 21.0344 260.087 342.424 348.206 234.48 13658 0.514816 0.532882 0.169029 0.00722715 547 0.779771 0.0376392 0.81741 717.706 711.852 35.6181 1.52292 547 122.489 667.883 790.372 231.354 -0.0345627 -0.0346263 0.0191241 0.00244858 61 0.074085 -0.0761633 -0.00207825 7.77221 0.337103 0.372852 0.390952 0.0851284 0.0097649 76 0.306387 0.172414 0.478801 54.5799 50.3415 37.645 4.31817 76 111.847 8.84528 120.692
70 100.494 106.113 66.9209 6.69209 100 215.022 3.57481 218.597 4.99689 4.99689 446.967 12634.3 1.14927 0.612599 3.97888 0.176883 506 33.9131 0.18707 34.1002 821.468 816.338 35.1665 1.56334 506 140.337 759.646 899.983 239.269 -0.354497 -0.0337285 1.31587 0.169878 60 6.94838 -6.9506 -0.00221984 59.3745 0.46114 0.532518 0.547566 0.0946394 0.00946394 100 0.532272 0.213549 0.745821 55.61 56.7447 37.5325 3.75325 100 117.7 0.874878 118.575
71 97.8534 104.225 56.7883 5.85727 94 178.583 5.31916 183.902 5.78195 5.50189 291.493 16978.9 1.69252 0.578518 4.96153 0.190266 680 36.4234 0.0345946 36.458 828.422 831.795 31.2078 1.19677 680 132.982 759.969 892.951 297.245 -0.242142 -0.0391897 0.894779 0.114565 61 5.01627 -5.01675 -0.000480937 39.4907 0.904285 0.910238 0.524222 1.43985 0.148509 94 8.65276 0.0559629 8.70872 106.185 69.0826 203.965 21.0374 94 892.62 0.323425 892.943
72 42.7149 39.2801 28.4757 3.0016 90 121.489 4.02674 125.515 4.99714 4.99714 58.1583 24095 1.17361 0.515988 3.71726 0.119663 965 28.3398 0.0313657 28.3712 658.274 657.508 14.9854 0.482397 965 59.9269 631.3 691.227 140.245 -0.140861 -0.0367365 0.554605 0.0519436 114 3.75843 -3.76279 -0.00435486 10.0281 0.410945 0.538505 0.489004 0.201549 0.0212451 90 1.34548 6.08933e-05 1.34555 21.0642 21.2909 11.2099 1.18163 90 43.6152 0.000366211 43.6155
74 93.5413 97.6773 57.5191 5.56058 107 198.159 7.55322 205.712 288.108 282.322 59.5256 21398.4 0.499932 0.512368 0.168821 0.0057668 857 0.768808 0.0413785 0.810187 728.646 736.247 27.4888 0.939001 857 110.609 667.894 778.503 263.417 -0.037526 -0.0369755 0.0200918 0.00204001 97 0.0816907 -0.0818694 -0.000178724 5.85038 0.365204 0.485389 0.459449 0.136479 0.0131939 107 0.673917 0.282203 0.95612 40.994 39.1784 21.8807 2.11529 107 84.7412 2.69299 87.4342
76 80.2893 71.0371 43.3149 3.88979 124 180.262 12.8849 193.147 4.9969 4.9969 46.5995 48364.8 1.1209 0.614929 3.2597 0.074065 1937 39.4103 0.0491272 39.4594 770.669 769.766 38.488 0.874501 1937 165.96 694.614 860.575 280.933 -0.18165 -0.0478011 0.757533 0.0694429 119 4.82907 -4.83002 -0.000947874 24.3075 0.613166 0.728871 0.607513 1.02838 0.0923511 124 8.42696 0.302219 8.72918 59.0768 38.8335 104.895 9.41982 124 851.422 9.13708 860.559
77 93.9117 88.8434 50.0336 4.83693 107 161.819 17.5543 179.373 17.6505 17.4386 225.692 12759.1 0.423074 0.387898 0.191867 0.00848768 511 0.865411 0.0454558 0.910867 697.286 694.64 17.5803 0.777705 511 80.6466 668.053 748.7 291.788 -0.0371101 -0.0342062 0.0227753 0.00228901 99 0.0883314 -0.0884732 -0.000141796 5.80846 0.297465 0.366564 0.357148 0.11481 0.0110991 107 0.438725 0.210848 0.649573 33.5225 26.8806 21.0086 2.03097 107 71.1281 7.36566 78.4937
80 90.6161 88.5807 58.0244 4.22065 189 195.539 4.67322 200.212 4.9969 4.9969 51.4222 46117.6 0.917334 0.420363 3.18813 0.0741826 1847 33.3181 0.0265878 33.3447 741.318 745.631 28.2633 0.657641 1847 128.362 678.713 807.075 244.775 -0.116022 -0.0383474 0.648177 0.0491382 174 7.21881 -7.21933 -0.000522545 17.5225 0.31817 0.396921 0.354048 0.127792 0.00929552 189 0.679307 0.0454756 0.724783 34.5976 39.5684 20.6207 1.49993 189 85.4833 0.243958 85.7273
83 67.8313 73.5209 43.3405 5.59524 60 150.923 3.92716 154.851 4.9969 4.9969 93.0335 27865.3 1.30576 0.500668 3.78305 0.113243 1116 26.7372 0.0201501 26.7574 662.373 662.451 16.63 0.497805 1116 70.3173 631.3 701.618 78.6431 -0.257558 -0.0369354 0.782128 0.100972 60 3.9558 -3.96063 -0.00482797 29.1174 0.321117 0.389045 0.370518 0.158135 0.0204151 60 0.87371 -0.151129 0.722581 26.1381 33.0452 14.4572 1.86641 60 46.7355 -0.786316 45.9492
84 68.3072 62.1857 42.3637 4.95829 73 212.131 14.5631 226.694 4.9969 4.9969 63.6628 24993.9 1.12143 0.514111 3.40484 0.107617 1001 31.6733 0.00762463 31.6809 696.761 696.379 18.988 0.600152 1001 72.3991 660.311 732.71 345.884 -0.154996 -0.0515484 0.560324 0.0642736 76 4.30597 -4.31953 -0.0135627 17.6455 0.481339 0.634815 0.661882 0.119709 0.0140109 73 0.491325 0.384801 0.876126 39.4548 35.5026 15.5274 1.81735 73 81.6819 9.70428 91.3862
85 61.6744 52.5716 47.8564 4.52201 112 177.681 3.82848 181.51 4.99699 4.99699 63.5479 45143.8 1.63301 0.472083 4.88958 0.114993 1808 33.4316 0.0550748 33.4867 726.33 725.824 24.4941 0.576053 1808 100.407 679.132 779.54 301.842 -0.155384 -0.0523279 0.622412 0.0638581 95 4.16773 -4.16797 -0.000240239 15.972 0.320514 0.47484 0.34603 0.325322 0.0307401 112 2.23703 -0.102311 2.13472 23.721 23.7847 15.8971 1.50214 112 64.8386 -0.557495 64.2811
86 115.163 135.497 65.9951 6.29239 110 216.665 4.06017 220.725 34.9077 31.0763 199.582 21598.1 0.442185 0.423289 0.141797 0.00482125 865 0.797207 0.0258088 0.823016 677.308 674.655 23.5152 0.799542 865 96.0602 634.694 730.754 275.104 -0.0376617 -0.0335535 0.0213439 0.00221325 93 0.091885 -0.0921175 -0.000232422 7.22872 0.342231 0.415258 0.410147 0.109492 0.0104396 110 0.824368 0.0493145 0.873683 47.2947 54.3996 27.1698 2.59054 110 90.664 0.249634 90.9136
88 159.175 187.227 39.457 10.5453 14 110.502 102.222 212.724 4.9969 4.9969 92.1626 29288.6 1.21561 0.478613 3.65219 0.106636 1173 27.4013 0.0452708 27.4466 640.607 639.996 20.135 0.587898 1173 76.1055 604.064 680.169 207.637 -0.553389 -0.00931968 1.21153 0.29384 17 3.6571 -3.65928 -0.00217755 146.81 0.253298 0.309101 0.303188 0.0392419 0.0104878 14 0.170693 0.240878 0.411571 48.3826 55.4998 10.4421 2.79078 14 28.8612 35.0549 63.9161
89 58.1869 48.2186 26.8779 4.67885 33 92.1713 21.4861 113.657 35.5033 36.2485 52.0197 21373.4 0.446693 0.457202 0.200258 0.00684468 856 0.86638 0.0222256 0.888605 649.073 648.409 12.9744 0.443455 856 60.8427 623.905 684.747 302.985 -0.0389103 -0.0352025 0.0224579 0.00238054 89 0.1116 -0.114579 -0.0029789 3.77345 0.378711 0.488811 0.527622 0.114652 0.0199584 33 0.39244 0.298543 0.690983 26.4432 27.6949 7.70753 1.34171 33 27.6765 9.71002 37.3865
91 70.0749 48.9047 58.0968 5.03763 133 201.121 5.1 206.221 4.99688 4.99688 56.8797 54682 1.2841 0.472586 3.86019 0.0824873 2190 31.1655 5.46912e-05 31.1655 671.023 666.974 22.2258 0.474936 2190 98.897 634.443 733.34 282.927 -0.0957294 -0.0343171 0.347702 0.0298152 136 2.29808 -2.30094 -0.00285212 11.1804 0.365802 0.487636 0.444042 0.160509 0.0139179 133 1.06633 -0.0487195 1.01761 30.7603 21.9534 23.0394 1.99777 133 82.1182 -0.249634 81.8686
92 40.4557 25.4469 45.0033 8.08282 31 163.52 17.1127 180.632 144.021 145.26 42.2845 31161.2 1.38369 0.281386 4.27266 0.120946 1248 27.3469 0.00641471 27.3533 634.593 633.208 9.76943 0.276543 1248 54.0903 617.538 671.628 240.866 -0.165948 -0.0375078 0.640385 0.0855751 56 3.50125 -3.51303 -0.0117836 11.1893 0.290834 0.43322 0.455659 0.0991709 0.0178116 31 0.377885 0.199545 0.577431 14.119 12.0491 7.52331 1.35123 31 29.5062 6.53815 36.0444
93 47.1665 38.2158 40.3561 4.78938 71 166.592 3.58154 170.174 4.9969 4.9969 60.542 15505.7 1.92861 0.380841 5.07518 0.204154 618 30.0397 0.0098706 30.0496 641.312 640.91 10.2784 0.412457 621 45.2875 619.402 664.69 30.0911 -0.1356 -0.044833 0.523848 0.0670718 61 3.67866 -3.67872 -5.91832e-05 10.6596 0.299468 0.483845 0.381377 0.225418 0.0267522 71 1.14135 -0.00786829 1.13348 16.9498 14.4297 10.4846 1.24429 71 39.0124 -0.0619507 38.9504
95 49.1835 45.1939 30.0658 4.21006 51 120.766 3.98643 124.753 4.9969 4.9969 64.0448 21523.2 1.22088 0.509818 3.3784 0.116984 834 25.1998 0.0237722 25.2236 645.293 644.669 13.031 0.443837 862 53.5584 619.13 672.689 12.8118 -0.176224 -0.0449463 0.57992 0.0761472 58 3.60625 -3.60924 -0.00298603 14.4455 0.37485 0.518718 0.437831 0.218181 0.0305514 51 1.02341 -0.0156966 1.00771 22.1237 24.1624 9.57619 1.34093 51 39.2753 -0.065918 39.2094
