BasinID HFR_mean HFR_median HFR_stddev HFR_stderr HFR_Nvalues HFR_range HFR_min HFR_max SA_binned_LH SA_Spline_LH LH_Density Area Basin_Slope_mean Basin_Slope_median Basin_Slope_stddev Basin_Slope_stderr Basin_Slope_Nvalues Basin_Slope_range Basin_Slope_min Basin_Slope_max Basin_elev_mean Basin_elev_median Basin_elev_stddev Basin_elev_stderr Basin_elev_Nvalues Basin_elev_Range Basin_elev_min Basin_elev_max Aspect_mean CHT_mean CHT_median CHT_stddev CHT_stderr CHT_Nvalues CHT_range CHT_min CHT_max EStar RStar HT_Slope_mean HT_Slope_median HT_Slope_stddev HT_Slope_stderr HT_Slope_Nvalues HT_Slope_range HT_Slope_min HT_Slope_max HT_relief_mean HT_relief_median HT_relief_stddev HT_relief_stderr HT_relief_Nvalues HT_relief_range HT_relief_min HT_relief_max
104 156.026 163.359 32.3604 4.21297 59 163.377 33.385 196.762 18.0003 18.1034 354.779 14182.4 0.613548 0.624081 0.186532 0.00782673 568 0.836587 0.15447 0.991057 853.655 852.79 30.064 1.26146 568 119.608 792.321 911.929 74.9102 -0.0485031 -0.0464995 0.0175591 0.00230563 58 0.0843328 -0.0891894 -0.00485654 12.6129 0.463246 0.547654 0.57675 0.0725198 0.00944127 59 0.289513 0.401088 0.690601 86.734 98.0128 24.3987 3.17644 59 93.0253 21.387 114.412
105 161.317 147.861 46.2796 6.75058 47 182.962 74.9735 257.936 220.288 241.101 106.657 14556.9 0.406747 0.417135 0.111588 0.00462151 583 0.529587 0.0834607 0.613048 715.7 717.795 20.4987 0.84897 583 91.0377 665.662 756.7 122.568 -0.0252229 -0.0248979 0.0127828 0.00186456 47 0.0589166 -0.0611955 -0.00227896 6.78144 0.322498 0.384399 0.385412 0.046521 0.00678579 47 0.183117 0.301023 0.48414 62.4292 56.3356 20.4956 2.98959 47 70.1857 30.0473 100.233
106 147.044 151.858 61.5433 7.51871 67 197.33 51.018 248.348 55.0682 54.9337 83.9741 15081.2 0.433512 0.43688 0.14786 0.00601634 604 0.702212 0.0558093 0.758021 728.871 725.496 24.3451 0.990586 604 95.9626 683.578 779.541 191.401 -0.0377143 -0.0350747 0.0157982 0.00193006 67 0.0605479 -0.0741777 -0.0136298 9.24276 0.300815 0.381222 0.355469 0.0774464 0.00946159 67 0.300382 0.299716 0.600098 53.0797 50.136 19.572 2.3911 67 58.2831 27.8507 86.1339
107 111.232 94.7189 53.1162 7.3659 52 181.58 33.6563 215.236 11.251 10.55 76.0811 25568.2 0.353339 0.35335 0.116871 0.00365221 1024 0.68769 0.0457935 0.733484 726.415 723.68 20.7916 0.649736 1024 90.6926 690.503 781.195 90.3844 -0.0304491 -0.0284376 0.0132984 0.00184415 52 0.0566519 -0.0614353 -0.00478336 5.64488 0.312255 0.392205 0.378635 0.055328 0.00767262 52 0.263021 0.281752 0.544773 41.6794 36.3473 17.38 2.41017 52 64.2144 16.8838 81.0982
108 112.601 116.38 39.4606 4.65048 72 152.374 27.2957 179.67 5.68906 5.61517 78.8536 14432 1.29645 0.389618 4.5763 0.190349 578 36.4039 0.116783 36.5207 940.61 940.579 19.1726 0.797475 578 81.7189 899.94 981.659 175.769 -0.373929 -0.0266391 1.17097 0.157894 55 5.60334 -5.6038 -0.000452529 70.1745 0.284212 0.335685 0.339647 0.0256428 0.00302204 72 0.151353 0.263586 0.414939 38.403 39.4245 14.819 1.74643 72 58.8586 7.91736 66.776
115 122.208 127.506 47.003 4.79722 96 219.742 7.71471 227.456 4.99689 4.99689 113.19 17128.7 1.58566 0.42583 5.58285 0.213154 686 42.4517 0.0948255 42.5466 943.347 941.813 21.8638 0.834764 686 85.4763 901.062 986.539 125.021 -0.278656 -0.0185287 1.20409 0.137219 77 8.71952 -8.71971 -0.000188419 56.7565 0.272283 0.313304 0.316878 0.0703372 0.00717876 96 0.396086 0.0995709 0.495656 39.9302 40.9468 18.3575 1.87361 96 69.3405 1.31866 70.6591
116 121.425 124.074 34.1053 6.56357 27 134.916 71.6117 206.528 4.99689 4.99689 36.9049 16754.2 0.959586 0.275313 4.39147 0.169531 671 40.4722 0.0855153 40.5577 951.02 953.087 17.2066 0.664255 671 76.2093 902.636 978.845 160.023 -0.420326 -0.011799 1.68577 0.324427 27 8.72609 -8.72669 -0.000595375 85.0637 0.240438 0.289352 0.28274 0.0167357 0.00322078 27 0.0552899 0.271381 0.326671 35.0343 36.6827 10.0427 1.93272 27 45.0493 21.5511 66.6005
119 130.107 146.729 71.978 8.3113 75 223.964 7.72923 231.693 18.1116 19.8535 117.255 14831.5 0.559502 0.553152 0.174443 0.00715747 594 0.921526 0.104467 1.02599 674.502 672.83 27.2222 1.11694 594 104.798 623.165 727.964 142.646 -0.0499232 -0.0446478 0.026018 0.00302453 74 0.105642 -0.113373 -0.00773101 10.8256 0.386209 0.562022 0.454433 0.256086 0.0295703 75 1.3764 0.371879 1.74828 60.298 64.8752 27.6719 3.19527 75 86.0132 10.8397 96.8529
120 121.115 121.539 78.6008 8.42689 87 254.955 7.50033 262.455 112.311 122.581 59.6086 17053.8 0.495414 0.521328 0.179761 0.00687836 683 0.80806 0.0717301 0.87979 680.021 682.255 25.5971 0.979445 683 111.576 618.95 730.527 151.576 -0.0454261 -0.0453389 0.0275036 0.00305595 81 0.111478 -0.114813 -0.00333535 9.16965 0.337776 0.514517 0.443543 0.226289 0.0242607 87 1.19963 0.306333 1.50596 49.0918 56.2699 25.1907 2.70073 87 85.2109 7.60742 92.8183
121 293.963 317.175 52.4649 15.1453 12 160.716 168.714 329.43 22.3897 21.9643 183.814 12859 0.494381 0.451591 0.157891 0.0069575 515 0.745335 0.126507 0.871843 818.635 817.809 43.07 1.89789 515 158.821 742.451 901.272 126.096 -0.0363327 -0.0293058 0.0115648 0.00333847 12 0.0339715 -0.0567676 -0.0227961 17.8008 0.394987 0.484668 0.457667 0.0610503 0.0176237 12 0.173573 0.452467 0.62604 139.334 145.099 13.647 3.93954 12 45.6815 103.884 149.565
